Gene.names	p-value	log2
SLC26A6	0,986197796	0,812997668
SIL1	0,95086963	1,680495359
IGKV1-13	0,145239501	13,28771238
SMARCA5	0,416786072	13,28771238
TBC1D4	0,341600322	1,384233856
MGEA5	0,400716908	0,895409461
EIF5B	0,297596981	1,643417626
ROCK2	0,777411645	0,29639475
EIF3G	0,274547909	1,656418419
APOM	0,587398284	0,845985595
MT1X	0,007278014	13,28771238
IGHV2-70D	0,978032094	0,771530374
OGN	0,416786109	13,28771238
KDELR1	0,165848481	2,266487615
VBP1	0,170753479	3,363687266
HNRNPK	2,53E-06	1,591662461
CCIN	0,155142029	13,28771238
RGN	0,005802575	13,28771238
SLC39A5	0,165848468	1,89297335
ARHGAP27	0,322721508	2,091276687
SLC47A2	0,165848482	3,101532084
MICALL1	0,066042093	13,28771238
TRIML1	0,431904887	0,174261192
LITAF	0,188950461	0,061628323
PECR	0,509011382	1,16536236
OSBPL8	0,149066482	2,008767664
MTMR12	0,872238253	0,664161353
HEATR1	0,317764691	0,950256089
ADD3	0,043769848	13,28771238
FBXO2	0,587532849	1,06640752
SAR1B	0,248314971	0,771644928
SPINT2	0,564788616	1,780503804
SGTA	0,025195911	13,28771238
CTNS	0,026014071	13,28771238
SERPINE2	0,842399575	1,414013914
RNASE1	0,209636984	13,28771238
SLC12A2	0,282798469	0,740308486
CXADR	0,02248627	13,28771238
TYRO3	0,076435197	13,28771238
DOCK1	0,0771572	13,28771238
MGAM2	0,070553118	13,28771238
RALGAPA2	0,787980942	0,8445356
PLA1A	0,680030507	2,339376959
RPS26P11	0,215586887	0,634620697
ACAD10	0,159592592	13,28771238
RPTN	0,179540637	13,28771238
NDUFA11	0,288394739	0,374997881
ARFGAP2	0,086439219	1,083712101
NUBPL	0,513628129	2,074713951
DNAH7	0,570069908	0,738777616
DNAH8	0,262269682	6,094149294
EIF2A	0,026959467	13,28771238
GRPEL1	0,081925094	13,28771238
OSTC	0,000105208	13,28771238
NUDT4	0,235148045	1,562261039
DNAH17	0,679477994	6,403598902
NTNG1	0,416786076	13,28771238
IGKV6D-21	0,082722042	1,382989402
NFATC1	0,029187729	13,28771238
FGFR1	1	0
TPR	0,384115357	1,639808263
ANXA8	0,826798959	0,349286378
GP2	0,250821753	13,28771238
COPZ1	0,018233106	13,28771238
NCBP1	0,250821776	13,28771238
RAB31	0,120351935	13,28771238
CLPP	0,250821764	13,28771238
TMEM132A	0,154116633	2,955522939
VPS26B	0,250821772	13,28771238
ATP13A4	0,247776557	5,290712722
FSIP2	0,753715824	3,864380235
COQ5	0,889523689	0,189330283
DDX46	0,826588763	0,867235885
ARMC10	0,159592559	13,28771238
MUC20	0,001610432	13,28771238
LRRC59	0,159592582	13,28771238
IFT74	0,250821791	13,28771238
DOCK7	0,760772176	0,094066633
OSBPL2	0,068936154	13,28771238
DOCK5	0,250821784	13,28771238
GORASP2	0,084127362	13,28771238
ROPN1	0,677791372	5,100552715
GNB4	0,515710728	0,462596439
IFT57	0,525839026	1,054184315
SLC39A1	0,024458364	13,28771238
LAMTOR3	0,069414655	13,28771238
WDR37	0,297597141	0,660332041
KRT24	0,2091146	13,28771238
UNC13B	0,125181358	13,28771238
SPINT1	0,579439438	0,155550264
HPR	0,416786056	13,28771238
HMGB1	0,374490053	13,28771238
MX2	0,41678608	13,28771238
EIF2B2	0,634820116	0,6703698
CSNK2B	0,077240796	13,28771238
CCZ1	0,193964952	3,59458071
SERINC3	0,566982443	0,594857036
ADGRG6	0,000217981	13,28771238
RPTOR	0,015890476	3,678795529
PIP4P2	0,052225032	2,952752155
RDH13	0,138241383	13,28771238
ATP2A3	0,452536099	0,473303414
REEP6	0,215242779	0,527659833
TMEM41A	0,297596967	1,572472656
ATP5S	0,010887726	13,28771238
TSGA10	0,155017535	13,28771238
TMEM245	0,930759882	1,709693351
CWH43	0,780847937	0,465769777
GP6	0,114643305	13,28771238
SLC52A3	0,047906661	13,28771238
SDR39U1	0,88952389	0,186876407
OCIAD1	0,401625525	13,28771238
PYCARD	0,034134211	13,28771238
SLC7A7	0,120282004	13,28771238
NISCH	0,916901245	0,274301317
TMED5	1	0
PGP	0,250821791	13,28771238
ARVCF	1	0
PLPP3	0,124645965	13,28771238
DSCR3	0,43099158	1,53628244
PFAS	0,513628037	0,927689548
CLDN3	0,298677147	0,54125086
CLDN7	0,416786055	13,28771238
CLPTM1	0,740627954	1,831697277
PTX3	0,382772826	13,28771238
FCGRT	0,158936029	1,227133683
SRP54	0,55714766	1,51971084
RND3	0,044544417	13,28771238
RPL31	0,092126889	1,694878548
PTH1R	0,004803004	3,934292708
ANK3	0,790871718	0,080056868
BTNL3	0,359647451	13,28771238
VTCN1	0,88478794	0,37340794
HSPH1	0,100219108	0,836606237
CLDN19	0,296230358	0,763306475
TOR1AIP2	0,028369507	13,28771238
BRI3BP	1	0
CTNNBL1	1	0
FAM168A	0,427166136	2,657416592
MRPL48	0,416786073	13,28771238
SH3YL1	0,128091126	13,28771238
RBM14	0,076915853	13,28771238
RANBP9	0,050310832	13,28771238
SEPHS2	0,181940347	1,793779569
TBC1D2	0,073843011	13,28771238
VPS11	0,842399655	0,494537163
RNF167	0,154119203	2,327588903
RETN	0,355609375	1,65461074
AASDHPPT	0,77857065	0,372021705
VPS45	0,005167779	13,28771238
ANO10	0,165848477	2,623160729
HSPBP1	0,058027313	2,838399576
IMPACT	0,069414664	13,28771238
UQCR10	0,022486271	13,28771238
EPDR1	0,16584844	2,983276393
IGHV3-15	0,330372813	0,938107615
LRRD1	0,213638239	1,339136674
LRRC37A3	0,373733087	1,416033305
CHUK	0,164362327	1,052613213
DCTN3	0,008680761	13,28771238
NDUFB6	0,791114087	0,246259759
KCNK5	0,842399611	0,622872441
IGHV1-46	0,416786054	13,28771238
IGHV3-33	0,842399267	1,174347111
IFIT1	0,508822943	2,439371396
TOP1	0,975361016	0,685675057
PPP1CC	0,509947429	1,630882849
MCM2	0,165848453	2,530900895
RARRES1	0,973852124	1,461414306
PLTP	0,416786052	13,28771238
UBE4A	0,842206345	0,593939426
TRIP6	0,008910033	13,28771238
NADK2	0,783808318	0,656361995
FKBP15	0,389104732	1,772539913
WASHC2C	0,009279446	13,28771238
ARHGAP17	0,020034318	13,28771238
SUMF1	0,069414652	13,28771238
PLPPR1	0,01558683	13,28771238
TMEM167A	0,007063962	13,28771238
ARAP1	0,075800019	13,28771238
IFT140	0,909618346	0,2178393
AGXT2	0,063198552	13,28771238
VPS33B	0,022486272	13,28771238
SLC25A22	0,587583973	1,173430329
PARVA	0,324231822	1,855086701
EIF3K	0,029167825	13,28771238
WDR64	0,054691738	13,28771238
AIP	0,494611916	0,740163656
B4GALT4	0,240915386	1,261424172
PRKRA	0,416786076	13,28771238
ANGPTL1	0,992127018	1,031315256
IST1	0,007721844	3,259891381
COX7A2	0,2745368	0,87753474
GJB2	0,012628329	13,28771238
MCM7	1	0
YBX1	0,403308434	0,810642822
HGFAC	0,108277174	13,28771238
CTBP1	0,582838162	0,879669836
ATP1A4	0,041768873	13,28771238
HABP2	0,056871448	13,28771238
ME3	1	0
EIPR1	0,159592573	13,28771238
DDI2	0,918230691	0,063990905
LILRA6	1	0
TMEM173	0,069414657	13,28771238
CERS3	0,493856909	2,218474749
ANKS4B	0,049629767	4,07812325
IFT81	0,970426103	0,024679806
MYDGF	0,019377051	13,28771238
KIRREL1	0,899028377	0,462872121
TRPM7	0,002090494	13,28771238
TMEM126A	0,134490762	13,28771238
HACL1	0,011898162	2,914966219
POLDIP2	0,416786076	13,28771238
RAB19	0,05495499	13,28771238
NUDT19	0,046699796	13,28771238
COX7A2L	0,267022326	1,717995268
SSB	1	0
PVALB	0,78910432	0,219968436
APEX1	0,250821778	13,28771238
PML	0,104371285	13,28771238
MAP2K4	0,121975737	1,946860084
CXCL12	0,003359328	13,28771238
TMBIM6	0,84239923	0,30992929
SYNJ2BP	1	0
VSNL1	0,431292594	0,050602602
DIP2A	0,083034052	13,28771238
UBE3C	0,201683311	13,28771238
IAH1	0,159592569	13,28771238
PCNX4	0,742439592	1,379624975
SCYL2	0,005522634	13,28771238
GET4	0,933169301	0,473146002
COMTD1	0,688602768	0,205251386
ADGRG3	0,209472602	13,28771238
HID1	0,197090907	2,756378931
ELMOD2	0,677184236	0,756499665
PARD3B	0,111001972	13,28771238
TEKT4	0,041227045	13,28771238
DCUN1D1	0,069414654	13,28771238
CLMN	0,153511628	13,28771238
TEKT5	0,675649811	5,638160462
COL12A1	0,645419637	1,108558035
CRACR2A	0,14475988	1,283050941
SELENOO	0,10437129	13,28771238
GOLPH3	0,082400034	13,28771238
LZTFL1	0,336234069	1,917139242
TMLHE	0,25082181	13,28771238
EHD3	0,355609412	1,501831487
LIMA1	0,069414654	13,28771238
ADAMTS1	0,636480273	0,060820742
ACSL6	0,540683445	2,194097502
YARS2	0,416786013	13,28771238
ARFGEF1	0,351871381	1,918194497
NBAS	0,566982247	1,770083339
RIOK3	0,76239583	0,41008263
SNCG	0,385076653	1,359169062
ELP1	0,673997557	0,834736441
SEC24B	0,015365724	13,28771238
GYPA	0,969707613	2,111836186
OAT	0,060569109	4,336961607
HIST2H2BE	0,045932616	1,360139102
U2AF1L5	0,371381694	13,28771238
PSEN1	0,842399274	0,323928008
GSK3B	0,10039465	2,234215239
KLK7	0,043970902	3,06940549
HSPE1	0,022686581	13,28771238
RPL23A	0,048859137	13,28771238
MRPS34	0,082487368	13,28771238
LACTB	0,081045871	13,28771238
SF3A1	0,385076786	1,416025781
METRNL	0,711161834	0,712706694
HEPHL1	0,216282537	13,28771238
GPR180	0,066489332	13,28771238
RNF128	0,566982178	1,550465827
NUP133	0,35637534	1,033504065
USP6NL	0,47718645	0,71793026
RSPRY1	0,250821784	13,28771238
MS4A3	1	0
LRRC1	0,069414649	13,28771238
LMF2	0,611999617	4,025458101
ADAM7	0,956231661	4,214923113
PELI2	0,182917551	1,11580925
CTPS2	0,301613145	1,769062316
COPS7A	0,046699799	13,28771238
NDRG3	0,973069892	0,78683888
UGT2A1	0,021188297	13,28771238
PXMP4	0,133798289	13,28771238
ARHGEF37	0,516280215	0,559319972
ACOT7	0,844261948	0,786224585
INPP4B	0,389221339	2,306590484
ZNF207	0,01010478	13,28771238
MPDZ	0,211456011	13,28771238
PDE9A	0,005481421	13,28771238
CDK14	0,007030819	13,28771238
YIF1A	0,16490268	2,098537231
PROS1	1	0
KRT19	0,063205659	3,291178341
GNAO1	0,921379127	0,96961507
FUT3	0,930471574	0,063483929
KEL	1	0
TIMP3	0,550506131	1,518563591
CSNK1D	0,582746597	1,534447075
MRPL19	0,786937709	0,598724169
KPNA2	0,146189035	13,28771238
CFHR3	0,055928952	4,301638489
KHDRBS1	0,221877009	13,28771238
STK3	0,150190529	1,412430314
MTMR1	0,040398138	13,28771238
FKBP8	0,015825859	13,28771238
GRB14	0,008639935	13,28771238
HLA-DRB5	0,513628195	2,97945054
CCDC93	0,677184423	0,306380769
CPTP	0,27069427	1,330453007
MAEA	0,059014464	3,949494988
VSIG10L	0,606144504	1,640789691
PARP9	0,015365721	13,28771238
SPART	0,933673467	0,552943534
VPS52	0,349551697	0,912052281
FAT3	0,324355574	0,321548171
ABHD5	0,991364223	1,113746953
RAB24	0,16584846	2,001968553
CAPNS2	0,074220603	13,28771238
NPL	0,111302802	13,28771238
COMMD4	0,159592582	13,28771238
ELP3	0,0344854	13,28771238
NLRP2	0,221820617	13,28771238
SPG21	0,111001994	13,28771238
FCN1	0,104371301	13,28771238
NDUFB3	0,512006709	0,516318822
BAG3	0,072207874	13,28771238
COX6C	0,091018619	1,226653513
ITGA6	0,064176138	0,223581181
TOP2A	0,513628088	0,18187313
PLA2G2A	0,232713833	1,252573143
NPR1	0,13506971	13,28771238
IL6ST	0,507594609	2,506698325
ACOT2	0,359252441	13,28771238
GPM6A	0,309610573	1,251622945
RAB4B	0,134353391	13,28771238
PPID	0,053163924	13,28771238
ARHGEF5	0,778570472	1,14936289
NME3	0,416786084	13,28771238
PPP2R5C	0,028340467	13,28771238
ROCK1	0,033797225	3,51008593
CYP1B1	1	0
HKDC1	0,111001972	13,28771238
ENPP7	0,159592577	13,28771238
KYAT3	0,297597006	1,769034616
LMTK2	0,035786653	13,28771238
TCP11L2	0,870889889	0,120305819
CISD2	0,016733601	13,28771238
CCDC168	0,104371293	13,28771238
BBS1	0,040320706	3,641980206
CANT1	0,633241403	0,605717722
SMPDL3A	0,513628073	1,506698325
DNAJA3	0,416786067	13,28771238
AARSD1	0,651780416	4,522683245
TRPM6	0,15959258	13,28771238
SLC26A1	0,0014355	13,28771238
ACBD3	0,387094284	1,989008802
DECR2	0,221896679	13,28771238
NDFIP2	0,250821729	13,28771238
AASS	0,355609405	1,021119217
DAPP1	0,741222272	0,962495946
SLC5A6	0,219843394	4,003331628
TBL2	0,75935098	1,40109983
HIDE1	1	0
WWP2	0,159592559	13,28771238
KPNA3	0,391416848	0,766201288
BRI3	0,445149403	0,712199106
PRH1	0,416786056	13,28771238
MMP1	1	0
PROC	0,073421014	1,956251262
HLA-DPB1	0,111001977	13,28771238
GALT	0,209729987	13,28771238
SRPRA	0,934310236	0,287757885
HLA-E	0,218814956	13,28771238
HIST1H1B	0,513628064	1,098518842
DTYMK	0,019607273	13,28771238
ACADL	0,051856734	2,658694425
GBP2	0,985765184	0,650742701
MCM5	0,344712726	13,28771238
RPS19	0,016374559	13,28771238
SMARCA2	0,069414654	13,28771238
TMEM50B	0,051947372	13,28771238
PPP2CA	0,009350974	13,28771238
GTF2I	0,416786084	13,28771238
PIN1	0,079894034	13,28771238
MACC1	0,677184377	0,899662945
CCAR2	0,220199115	13,28771238
SERBP1	0,35560942	1,486304366
NAV1	0,073278915	13,28771238
TCP11	0,153032406	13,28771238
CLPTM1L	1	0
CNDP1	0,102961801	13,28771238
HNRNPAB	0,013606192	13,28771238
FYCO1	0,250821787	13,28771238
RBKS	0,842399106	0,917566036
IFT122	0,940428842	2,964733743
PLGRKT	0,746932979	0,402796678
DCTN4	0,031683585	13,28771238
UFC1	0,022793064	13,28771238
BACE2	0,889523371	1,0037557
VILL	0,069414651	13,28771238
DNAJB6	0,899172456	0,394190159
SEMA7A	0,179645871	13,28771238
FCN3	0,135366212	13,28771238
CPD	0,029474136	13,28771238
SASH1	0,738622167	1,698027218
ADGRL1	0,93473457	0,371467548
VAPB	0,513628167	1,36678233
GSTT2B	0,0642755	13,28771238
RPL35A	0,012107478	13,28771238
LAMA1	0,069414661	13,28771238
MAP4	0,021635011	13,28771238
ARL2	0,06941465	13,28771238
HTT	0,027243433	13,28771238
MAPK9	0,076910367	13,28771238
EIF1AX	0,022457902	13,28771238
EFNB2	0,144124384	1,795734599
RPS15	0,582037342	0,663623044
RHAG	0,473089799	0,774629858
EEF1A2	0,513628075	1,380118404
TMED1	1	0
HDAC1	0,075127773	13,28771238
DSG2	0,416786026	13,28771238
TBCE	0,842399216	0,304159678
SLC25A35	0,355609362	2,155520617
SVEP1	0,216590957	13,28771238
NT5DC1	0,033118189	13,28771238
FCRL6	0,889523222	0,326608088
CIAPIN1	0,348250616	1,308952455
TENM4	0,578402284	2,780826543
DHRS11	0,997801583	0,00873073
TSPAN33	0,211456011	13,28771238
METTL13	0,582062731	1,192905184
GBP7	0,0167557	13,28771238
GATD1	0,010553323	13,28771238
MTMR14	0,014456392	13,28771238
PPFIBP2	0,015134625	13,28771238
PIGK	0,416786067	13,28771238
MMAB	0,842399274	1,148891101
NARS2	1	0
SPG11	0,539588034	1,05597262
INPP4A	0,508362915	1,983779815
CSF3R	0,416786097	13,28771238
PAFAH2	0,382772826	13,28771238
PBDC1	0,843312729	1,882039901
LNPK	0,299734984	1,783810682
PDGFD	0,490632107	2,049810503
MRPL44	0,250821801	13,28771238
EML4	0,25082181	13,28771238
TIGAR	0,159592581	13,28771238
NDUFAF4	1	0
RCC2	0,416786067	13,28771238
STAP1	0,133937882	2,600774534
MOB4	0,041450792	13,28771238
PLOD2	0,147388395	13,28771238
TRAPPC3	0,033118188	13,28771238
CD5L	0,061232897	13,28771238
HLA-DQB1	0,111029058	13,28771238
LPA	0,122364141	13,28771238
PARP1	1	0
PIM1	1	0
AMT	0,159592559	13,28771238
NDUFA8	0,159592569	13,28771238
TPD52	0,069414663	13,28771238
PTEN	0,362805892	1,539235452
BPTF	0,270282579	2,247159058
SF3A3	0,889523614	0,524439603
PRKG2	0,109789921	13,28771238
MYO9B	0,322714658	2,031377466
ALCAM	1	0
EIF2B1	0,022404836	13,28771238
RBM39	1	0
ANGPT1	0,634249233	1,841739226
PDCD4	0,05185674	3,526883405
RILPL1	0,250821788	13,28771238
C6orf132	0,431921066	0,715464163
HECTD3	0,051856746	2,577351907
BSPRY	0,677184472	0,664343927
RNF123	0,005773378	13,28771238
FSTL4	0,436412055	0,849536337
KIAA0825	0,513628149	2,497738263
THNSL1	0,588960093	0,990725637
VPS37A	0,111001994	13,28771238
WDR19	0,792740586	2,126060224
GRPEL2	0,493849653	0,257885687
SLC25A40	1	0
CASTOR1	0,046818927	13,28771238
MUC16	0,13499639	13,28771238
LRRC45	0,513628112	1,60632731
CFAP44	0,675581565	0,207910606
VPS13A	0,333413461	3,053988159
APOO	0,159592579	13,28771238
NUDT9	0,93375879	0,140231383
SRRT	0,12519979	13,28771238
WDR13	0,032623166	13,28771238
TRIOBP	0,359260883	1,773195348
POFUT1	0,083228398	13,28771238
SEPSECS	0,53487919	1,374664882
WASH6P	0,139868984	13,28771238
FSCN3	0,153511628	13,28771238
TSKS	0,666614689	4,457731137
SUPT16H	0,250821764	13,28771238
COMMD10	0,032149209	13,28771238
FAM168B	0,002448734	13,28771238
GOLIM4	0,111001977	13,28771238
IKBKB	0,051485985	13,28771238
ZZEF1	0,045859201	13,28771238
SYNGR1	0,13146529	13,28771238
KIF1B	0,005773378	13,28771238
CILP	0,513628033	0,967202627
TACC2	0,028173415	13,28771238
ACTL6A	0,398926086	1,239021096
ITIH4	0,005247505	1,080171154
ENO2	0,898028653	1,094115024
PLCG1	1	0
TUBG2	0,043470238	2,751862926
MRPL12	0,773937359	0,432467016
HBG1	0,514607377	0,871817034
FKBP3	0,411544272	1,392220328
KDSR	0,159592584	13,28771238
GOLGA2	0,764017592	1,26582629
TUBA3C	0,040284892	13,28771238
ARHGEF7	0,159592562	13,28771238
PTK2B	0,221746778	13,28771238
ITPR2	0,633938137	0,878528895
EMC2	0,111001973	13,28771238
RAB3GAP1	0,080443056	13,28771238
TRAM1	0,250821772	13,28771238
CRYBG3	0,758577713	1,005440357
SIGIRR	0,046699799	13,28771238
INTS5	0,80309045	0,066378254
PLXDC2	0,005773377	13,28771238
PODN	1	0
RETREG3	0,142503174	3,168206681
CMIP	0,137269453	1,530151525
KIAA2013	0,135066765	13,28771238
TMEM252	0,111001977	13,28771238
SUMF2	0,889523858	0,612649197
CNNM3	0,238182302	1,67374618
ELMO1	0,994893655	0,257717701
PBXIP1	1	0
SLC22A18	0,25082179	13,28771238
SLC35E1	1	0
CFAP57	0,144654128	13,28771238
JMJD8	0,513628116	1,484307073
TSNAX	0,159592587	13,28771238
C17orf62	0,416786037	13,28771238
IFT27	0,134427671	13,28771238
TNKS1BP1	0,795594299	0,921187724
SELENOI	0,111001973	13,28771238
NAT10	1	0
PARVG	0,198578897	13,28771238
XAB2	0,250821766	13,28771238
EMC7	1	0
EIF2B3	0,01732656	13,28771238
GID8	0,159592592	13,28771238
CGN	0,770976006	0,749858703
SEC63	1	0
TBK1	0,431006939	0,093604353
ERG28	0,297597002	0,892643049
TRAPPC4	0,271010244	1,047042609
MTMR11	0,353962204	13,28771238
FAAH	0,037255351	13,28771238
CHL1	0,945695718	1,003268879
TGM5	0,064534035	13,28771238
SERPINB7	1	0
PIK3C2G	0,127911264	13,28771238
SEC24A	0,789114617	0,888914295
IGLV6-57	0,111302802	13,28771238
LGALS2	0,046008829	13,28771238
PLEK	0,104371279	13,28771238
FABP4	0,203488253	13,28771238
S100A4	0,006298298	13,28771238
GLRX	0,017541073	13,28771238
LEP	0,069695761	13,28771238
CASP6	0,41678605	13,28771238
GSDMD	0,033169186	13,28771238
UBXN1	0,033118189	13,28771238
CHIT1	0,007325401	13,28771238
PRPSAP1	0,104371295	13,28771238
TRADD	0,250821773	13,28771238
DBN1	0,221862548	13,28771238
EMB	1	0
ARPIN	0,67718443	0,670806214
P2RY8	0,833110782	0,327123271
SIRT2	0,069414661	13,28771238
OSCAR	0,220537291	13,28771238
RASEF	0,866779825	0,561368443
SLC39A11	0,799037276	1,306753627
PREX1	0,104371282	13,28771238
DYNC2LI1	0,842398959	0,468110939
C18orf8	0,513628145	1,284514509
LRRC37B	0,152761733	13,28771238
S100A13	0,125547321	1,160098607
SLC29A1	0,111001994	13,28771238
MRPL1	0,416786076	13,28771238
PAIP1	0,033118191	13,28771238
CLPB	0,051856735	2,81778997
SEMA4B	0,373909551	1,293542471
PLCB1	0,69845924	0,109059073
TXNDC16	0,15042393	13,28771238
IPO11	0,051342732	13,28771238
PDE10A	0,005773378	13,28771238
STK38L	0,933831891	0,549942093
SLC33A1	0,780454286	0,840440105
CCS	0,250821753	13,28771238
SIGLEC5	0,250821756	13,28771238
B4GALT3	0,381367707	13,28771238
DKC1	0,250821756	13,28771238
SRGAP2	0,250821772	13,28771238
SNAP29	0,512006744	0,378355137
CRYZL1	0,778570848	0,250684879
ADH1B	0,250821755	13,28771238
KLKB1	0,842399772	0,661621868
SLC4A2	0,157456267	2,215448355
CSF1	1	0
IGHD	0,077082773	13,28771238
PKM		4,13718113
TBXAS1	0,416786067	13,28771238
ATP5D	0,557517173	0,064731054
KARS	0,115443608	0,833971812
LCN1	0,10347987	13,28771238
YAP1	1	0
GYG1	0,56339757	0,912280126
PTDSS1	1	0
RPS25	0,933540461	1,188336299
VAMP2	1	0
GNG5	0,066540476	1,560205958
PSPH	0,791895723	0,180216783
CDK18	0,88952353	0,477632113
OVGP1	0,413501852	3,206946169
MFAP5	0,03887875	13,28771238
LAMA3	0,416786067	13,28771238
TMEM52B	0,196541893	1,081707538
ACSBG2	0,15246607	13,28771238
FREM1	0,135515431	13,28771238
EFHC2	0,152141278	13,28771238
KLHL10	0,48412389	3,984494982
MARK2	0,04987948	13,28771238
EEPD1	0,014705838	13,28771238
TRAPPC11	0,4119422	1,320567022
GOLGA7	0,046699802	13,28771238
FLAD1	0,111001977	13,28771238
ANP32B	0,84239904	1,069160132
GLYATL1	0,159592538	13,28771238
MARVELD3	0,024206143	13,28771238
SEH1L	0,981259128	0,073825082
GNPNAT1	0,047616707	13,28771238
L3HYPDH	0,842398856	1,258579954
SEMA3C	0,07724796	13,28771238
ABHD14A	0,748370477	1,293372401
OSBPL1A	0,842399465	0,472085673
FAM234A	0,416786037	13,28771238
XPO5	0,416786018	13,28771238
RPRD1B	0,221734363	13,28771238
TOMM22	1	0
SLC38A7	0,111001994	13,28771238
ADPRHL2	0,41678608	13,28771238
SH3BGRL2	0,004875977	13,28771238
WDR7	0,590828475	0,669080755
PCDHA11	0,111001994	13,28771238
NUDT21	0,133108444	13,28771238
ALDH1A2	0,601052674	1,522683245
ZFPL1	0,250821762	13,28771238
F10	0,22180816	13,28771238
IGKV1-16	0,024206146	13,28771238
ERBB2	0,250821736	13,28771238
IGFBP1	1	0
RBP1	0,88952371	0,370892752
PTPRF	0,024206144	13,28771238
AGA	0,13353288	13,28771238
CXCR2	0,203221207	13,28771238
MCM3	0,394613104	13,28771238
S100A2	0,014086293	13,28771238
ECE1	0,005773377	13,28771238
RECQL	0,416786052	13,28771238
SLC6A12	0,111001977	13,28771238
MAPKAPK2	0,03311819	13,28771238
ARRB1	0,842399501	0,295300459
MTHFS	0,842399362	0,740336118
GMPS	1	0
SLC26A2	0,332654355	2,08984997
NUP107	0,416786037	13,28771238
SEC61B	0,051444322	13,28771238
CSNK1G2	0,108428908	2,181942319
MRPS35	0,513628118	1,665860538
PCDH1	0,355609397	1,30361251
IFT88	0,513628086	1,354362035
EIF2B5	0,022486269	13,28771238
GPM6B	0,842399362	0,465569387
PDCD11	0,005773378	13,28771238
CASP8	0,069414672	13,28771238
IFI16	0,221632277	13,28771238
TPD52L1	0,250821807	13,28771238
ALG11	0,026031165	13,28771238
LRRFIP1	0,785786117	0,781743442
VMA21	0,416786018	13,28771238
NXN	0,791482732	0,065443788
C8orf82	0,250821753	13,28771238
RICTOR	0,049334338	13,28771238
BAIAP2L2	0,111001991	13,28771238
ADAMTSL2	1	0
TAX1BP1	0,47894869	0,656059219
HOMER1	0,081909154	13,28771238
FAM114A1	0,04441393	13,28771238
ASCC3	0,790538979	0,965181874
NME8	0,00974057	13,28771238
SCFD2	0,512006669	1,542899866
PSPC1	0,033118187	13,28771238
RPE	1	0
SH3KBP1	0,257896907	1,503623532
SGSM3	0,951034686	2,070981717
TMX3	0,250821772	13,28771238
ACOX2	0,250821783	13,28771238
STRA6	0,73177672	1,162332426
MMP25	1	0
BCLAF1	0,132935803	13,28771238
H2AFY2	0,416786081	13,28771238
ABCF2	1	0
COG5	0,104371299	13,28771238
FBXO7	0,218798593	13,28771238
USP15	0,355609449	1,232955289
IGHV1-18	1	0
PES1	1	0
MAST4	0,401263789	1,443758709
PLXNB1	0,513628219	1,079680365
TLR5	1	0
STX11	0,04135194	13,28771238
LY6G6C	0,080049429	13,28771238
EGF	0,055070006	13,28771238
IGHV3-13	0,048693964	13,28771238
MMP10	0,375037547	13,28771238
UQCRB	0,15959259	13,28771238
ITGAL	1	0
FKBP2	0,512006656	1,062758891
FGF9	0,221898241	13,28771238
STX2	0,122364141	13,28771238
RBMX	0,416786072	13,28771238
MCAM	0,033558565	13,28771238
DNASE1L1	0,791601502	0,515723378
VPS41	0,104371294	13,28771238
KNG1	0,016960685	0,942909874
NCKAP1L	0,221820617	13,28771238
GNAS	0,165848451	1,910648192
MRPS9	0,416786067	13,28771238
FUT2	0,033118185	13,28771238
NUP160	0,96271325	0,861639744
ABR	0,416786129	13,28771238
GOLGB1	0,580209119	1,280192232
PDK3	0,250821768	13,28771238
RBBP7	1	0
ATP6V1F	0,042126165	13,28771238
RRP12	0,119923711	13,28771238
HBM	0,043100809	13,28771238
LYPD2	0,918089379	1,227235666
MPRIP	0,15959258	13,28771238
MROH2B	0,149839732	13,28771238
RTN4RL1	0,972737582	0,006778976
ZDHHC13	0,842399128	0,171455157
PNPLA6	0,2967635	2,007635265
PELP1	0,25082178	13,28771238
RAPGEF4	0,950324388	0,165128369
MAGOHB	0,073834156	13,28771238
PPCDC	0,024206144	13,28771238
ASB9	0,250821776	13,28771238
C16orf58	0,079956418	13,28771238
FBXL20	0,01108144	13,28771238
GBP4	0,250821792	13,28771238
PURB	0,111001973	13,28771238
NDFIP1	1	0
ANP32E	0,41678608	13,28771238
HNRNPUL1	0,024206144	13,28771238
DPCD	0,889523265	0,307991945
ALOXE3	0,382772826	13,28771238
XYLT2	0,381367707	13,28771238
MRPL39	0,416786076	13,28771238
EHD2	0,513628162	1,251553106
EMC3	1	0
RAI14	0,907693277	0,516245226
WDR35	0,526238312	1,903132469
GULP1	0,580786099	0,723905027
PRG3	0,014311034	13,28771238
WASHC3	0,25082181	13,28771238
FIS1	0,104371287	13,28771238
PTRH2	0,2508218	13,28771238
IGHV3-64	0,127091434	13,28771238
IGHV5-10-1	0,125545556	13,28771238
PPP1R12A	0,842399164	0,685575547
ADCY3	0,563263138	1,253609827
NDUFS6	0,193211794	13,28771238
PRPF6	0,126528855	13,28771238
CLSTN1	0,032334842	13,28771238
ABHD16A	0,126528855	13,28771238
MOCS2	0,250821791	13,28771238
CST1	0,024206145	13,28771238
HLA-A	1	0
IGKV2-30	1	0
KRAS	0,188819301	0,45769454
PECAM1	1	0
TYK2	0,842399355	1,092195757
FBN1	1	0
