GENE NAMES	Fold change	p-value	SIGN	LOGP	RANK
AGT	-1.780442066	0.061752047	-1	1.209348642	-1.209348642
LMNA	1.604421682	0.137087584	1	0.863001877	0.863001877
LGALS3	1.458926435	0.002693063	1	2.56975355	2.56975355
HMGCS2	1.305518677	0.759582417	1	0.119425097	0.119425097
CS	1.361011118	0.061034637	1	1.214423633	1.214423633
FTL	1.04496111	0.662286384	1	0.178954174	0.178954174
SLC5A2	-1.473505072	0.081367126	-1	1.089551024	-1.089551024
ITGAM	1.876324135	0.691331403	1	0.160313715	0.160313715
RNH1	-3.588816764	5.56E-08	-1	7.254975133	-7.254975133
CPNE8	1.213678379	0.741055499	1	0.130149266	0.130149266
GPRC5A	-2.537849125	5.03E-05	-1	4.298235975	-4.298235975
EPHX2	-3.291257169	0.001726786	-1	2.76276139	-2.76276139
CSTB	-1.42982304	0.094285641	-1	1.025554442	-1.025554442
SELENBP1	-1.120938973	0.315141332	-1	0.501494634	-0.501494634
VPS28	1.481944587	0.01990968	1	1.700935714	1.700935714
BLVRB	1.54159715	0.011434251	1	1.941792289	1.941792289
GLS	-1.380641068	0.095689768	-1	1.019134497	-1.019134497
GNAI3	1.251229177	0.030021739	1	1.522564161	1.522564161
CAND1	-1.988114281	2.50E-05	-1	4.601533991	-4.601533991
DDAH1	-1.115720033	0.767519675	-1	0.114910483	-0.114910483
PRCP	-1.900005036	0.002704526	-1	2.56790885	-2.56790885
ARHGAP1	1.177771512	0.287650551	1	0.54113479	0.54113479
ACAA2	-1.136959701	0.133836672	-1	0.873424872	-0.873424872
ANGPTL2	-2.152904123	0.00726632	-1	2.138685467	-2.138685467
CALR	-1.016319632	0.467024597	-1	0.330660246	-0.330660246
"=""MPP5"	-2.273971349	3.60E-05	-1	4.444020956	-4.444020956
SDHA	-1.240449277	0.227149646	-1	0.643687936	-0.643687936
ARPC2	1.266651643	0.057652224	1	1.239183934	1.239183934
HP	-1.7671854	0.211491387	-1	0.674707315	-0.674707315
HSD11B2	-1.100191214	0.379459545	-1	0.420834518	-0.420834518
ATP6V1E1	1.620714985	0.014370146	1	1.842538831	1.842538831
ACADM	1.583238693	0.021376566	1	1.670062069	1.670062069
VCL	-1.801562067	0.017131646	-1	1.766200908	-1.766200908
IQGAP2	-3.582873184	6.33E-06	-1	5.198327131	-5.198327131
KPNB1	-1.104803891	0.884168199	-1	0.053465109	-0.053465109
SRC	-1.612332698	0.002790576	-1	2.554306143	-2.554306143
ADH5	-1.763428022	0.001457827	-1	2.836293965	-2.836293965
PDCD6	1.206326009	0.06394656	1	1.19418281	1.19418281
GRHPR	-1.22826417	0.432004445	-1	0.364511785	-0.364511785
SPRR3	-1.257030221	0.741681743	-1	0.129782411	-0.129782411
PHB	2.82159427	5.49E-06	1	5.260621918	5.260621918
DCXR	1.077484509	0.398931744	1	0.399101404	0.399101404
CCT6A	-1.469992193	0.01418997	-1	1.848018524	-1.848018524
PTPRO	-1.738580625	0.006210725	-1	2.206857696	-2.206857696
SLC5A10	-3.342850839	1.59E-06	-1	5.799679511	-5.799679511
IGFALS	-2.887388031	7.80E-05	-1	4.107732433	-4.107732433
AKR7A2	1.182731574	0.255538622	1	0.592543451	0.592543451
CHMP2A	1.555341363	0.052474383	1	1.280052659	1.280052659
CALB1	1.266738299	0.053962807	1	1.267905466	1.267905466
BAIAP2L1	-2.472890899	0.000993091	-1	3.00301084	-3.00301084
GNB1	-3.263577184	1.23E-05	-1	4.910488306	-4.910488306
PTPN13	-4.111506816	6.26E-06	-1	5.203382623	-5.203382623
NAGK	1.424234556	0.109331042	1	0.961256513	0.961256513
CCT7	-2.026771953	5.81E-05	-1	4.236139784	-4.236139784
SLC13A2	1.13602989	0.556846512	1	0.254264496	0.254264496
HPGD	1.252878221	0.121404233	1	0.915766171	0.915766171
NSF	-1.400969487	0.125831163	-1	0.900211789	-0.900211789
SNX18	-2.301730279	1.36E-05	-1	4.865475496	-4.865475496
MYO1B	-2.315220955	5.71E-05	-1	4.243083391	-4.243083391
EPHX1	1.635767665	0.007282511	1	2.137718837	2.137718837
SMPDL3B	-1.266370152	0.317452965	-1	0.498320612	-0.498320612
YWHAB	1.734473465	0.000217247	1	3.663046393	3.663046393
NCCRP1	1.294298163	0.323712611	1	0.489840382	0.489840382
CFB	-2.490105659	0.000492135	-1	3.307916184	-3.307916184
ERMP1	1.881056355	0.002262392	1	2.645432229	2.645432229
ALDH7A1	-1.679186164	0.01765939	-1	1.753024311	-1.753024311
CDC42	-1.555079203	0.254648313	-1	0.594059197	-0.594059197
GC	-3.751971486	2.60E-06	-1	5.585655832	-5.585655832
SPTAN1	-1.36481851	0.919404706	-1	0.036493278	-0.036493278
HGD	-1.523120518	0.278831546	-1	0.554658094	-0.554658094
CA1	-2.438226732	0.031820486	-1	1.497293189	-1.497293189
HIST1H4A	1.08973802	0.725939381	1	0.139099643	0.139099643
AGRN	-2.090386794	0.044157897	-1	1.35499162	-1.35499162
C2orf54	1.336141921	0.559554015	1	0.252157984	0.252157984
VPS37B	1.691295303	0.018391562	1	1.735381375	1.735381375
HSPA2	-1.543824126	0.011334594	-1	1.945594014	-1.945594014
RAB2A	1.142215943	0.1758052	1	0.754968284	0.754968284
MXRA5	-2.700440457	0.003540278	-1	2.450962611	-2.450962611
ARRDC1	-1.744044113	0.001900524	-1	2.721126557	-2.721126557
FGL2	-1.863431078	0.008101669	-1	2.091425487	-2.091425487
RAC1	-3.791822413	0.000116361	-1	3.93419106	-3.93419106
KRT15	1.809512119	0.051555515	1	1.287724872	1.287724872
CLCA4	1.754071326	0.008558259	1	2.067614592	2.067614592
CORO1B	-1.128758721	0.384634407	-1	0.414951869	-0.414951869
TTLL12	1.046930535	0.871234761	1	0.059864805	0.059864805
CPQ	-1.012496382	0.90824287	-1	0.041798003	-0.041798003
GOT2	1.256451979	0.384171091	1	0.415475319	0.415475319
RAB14	1.334103383	0.030666768	1	1.513331997	1.513331997
RAP1A	-1.27551658	0.986796828	-1	0.005772255	-0.005772255
DPYS	-1.246121487	0.565669157	-1	0.2474375	-0.2474375
RAB5C	2.096967627	0.000140428	1	3.852546628	3.852546628
SLC6A19	-1.11744699	0.30551217	-1	0.514971485	-0.514971485
"=""NAPA"	1.182343359	0.159599737	1	0.79696783	0.79696783
RHOA	-4.436494876	3.17E-06	-1	5.499586992	-5.499586992
ARPC1A	-1.068186078	0.580437486	-1	0.236244548	-0.236244548
GNAQ	1.132346942	0.232306678	1	0.633938306	0.633938306
ENPP3	1.033057586	0.631493677	1	0.199630994	0.199630994
COL15A1	1.501059581	0.656377608	1	0.182846243	0.182846243
PDHB	1.945242076	0.020363725	1	1.691142774	1.691142774
CLIC3	1.865865091	0.003629428	1	2.440161785	2.440161785
ANO6	1.255771747	0.561830699	1	0.250394534	0.250394534
DBNL	-1.180747373	0.167492644	-1	0.776004261	-0.776004261
AZGP1	-3.650462695	0.033897896	-1	1.469827259	-1.469827259
RALB	1.004637178	0.582728211	1	0.234533956	0.234533956
COPB2	-1.224879369	0.348544891	-1	0.457741279	-0.457741279
UGDH	-1.389691087	0.214630605	-1	0.66830835	-0.66830835
PEF1	2.961657431	1.15E-06	1	5.939577565	5.939577565
"=""DDX3X"	1.1102477	0.343027299	1	0.464671316	0.464671316
IGKV3-20	1.063600255	0.1382434	1	0.859355594	0.859355594
HLA-A	1.07585498	0.512351562	1	0.290431935	0.290431935
"=""TMPRSS11B"	-1.88005647	0.186861606	-1	0.728479924	-0.728479924
MVB12A	1.187023501	0.203190536	1	0.692096524	0.692096524
ZG16B	3.865983168	3.23E-05	1	4.490604842	4.490604842
AKR1B10	1.424068363	0.502246407	1	0.299083161	0.299083161
CAPN2	-2.732484416	2.84E-06	-1	5.547208102	-5.547208102
"=""USP5"	1.281236028	0.0919522	1	1.036437877	1.036437877
TTR	-2.476550618	0.001454779	-1	2.837202974	-2.837202974
ECHS1	1.258106351	0.101120325	1	0.995161543	0.995161543
EPPK1	1.358754379	0.29694112	1	0.527329657	0.527329657
RAB5A	1.528130836	0.001785437	1	2.748255579	2.748255579
CD2AP	-1.93828702	0.000475742	-1	3.322628074	-3.322628074
PSMD11	-1.171376605	0.362496637	-1	0.440696019	-0.440696019
CEACAM1	-1.143580021	0.915869974	-1	0.038166179	-0.038166179
"=""FOLH1"	-10000	1.91E-07	-1	6.718173996	-6.718173996
SLC25A13	1.245405978	0.454421482	1	0.342541146	0.342541146
CPM	-1.708799255	0.008787788	-1	2.056120441	-2.056120441
GATM	-3.847094781	0.000139171	-1	3.856452274	-3.856452274
RAB1A	1.681418952	0.001463979	1	2.834465232	2.834465232
THBS1	-1.826986341	0.207151802	-1	0.683711285	-0.683711285
GALE	1.995741742	1.34E-05	1	4.873681788	4.873681788
KIF5B	-1.363331652	0.204675513	-1	0.688934113	-0.688934113
LBP	2.678553791	0.035903025	1	1.444868954	1.444868954
PFN1	-1.922777583	0.002116492	-1	2.674383321	-2.674383321
RACK1	-1.200135656	0.37457529	-1	0.426460876	-0.426460876
PPP1CB	-1.359608184	0.300277013	-1	0.522477913	-0.522477913
PCCA	-1.565813147	0.37275391	-1	0.428577793	-0.428577793
TREH	1.011976655	0.855894337	1	0.067579847	0.067579847
DPP7	-8.3798906	1.42E-07	-1	6.848241737	-6.848241737
GAS6	-2.987137764	0.0012263	-1	2.911403147	-2.911403147
PC	-1.011874793	0.154644988	-1	0.81066415	-0.81066415
SERPINA7	-13.16550575	1.91E-07	-1	6.718688829	-6.718688829
GDPD3	-1.171432599	0.984167714	-1	0.006930886	-0.006930886
B4GALT1	1.290967248	0.243422166	1	0.613639878	0.613639878
OTUB1	1.557016108	0.001559994	1	2.806877003	2.806877003
"=""SLC47A1"	1.505501511	0.112263988	1	0.949759532	0.949759532
"=""CHMP4B"	1.027853856	0.727568294	1	0.138126235	0.138126235
PSMD2	-1.238693743	0.435427301	-1	0.361084344	-0.361084344
PSMD3	1.030166136	0.995253993	1	0.002066071	0.002066071
CRYM	1.304013882	0.234100737	1	0.630597219	0.630597219
ALPL	1.193197908	0.927460402	1	0.032704624	0.032704624
GNAI1	1.137383869	0.452000638	1	0.344860952	0.344860952
SULT2B1	1.201235109	0.992312311	1	0.003351621	0.003351621
APMAP	2.881326058	0.317850042	1	0.497777727	0.497777727
ITGAV	1.073476002	0.76659906	1	0.115431718	0.115431718
CCT5	-2.491830972	0.000575395	-1	3.240034242	-3.240034242
HNRNPK	1.008376487	0.753573984	1	0.122874103	0.122874103
C11orf54	1.057490421	0.553589021	1	0.256812532	0.256812532
STAT3	-1.734067947	0.019844865	-1	1.702351843	-1.702351843
BCAM	-1.859549024	0.008110905	-1	2.090930663	-2.090930663
PFKP	-1.281687509	0.735650805	-1	0.133328285	-0.133328285
AHNAK	1.019788599	0.794014056	1	0.100171809	0.100171809
PLSCR1	1.149598776	0.529119035	1	0.276446615	0.276446615
ORM1	1.536768571	0.331919763	1	0.478966889	0.478966889
PRSS8	-1.284068318	0.155603454	-1	0.807980768	-0.807980768
HSD17B10	1.906259328	0.014453351	1	1.840031454	1.840031454
PRDX5	-1.776185089	0.035022117	-1	1.455657608	-1.455657608
GNS	-1.973838588	0.012925472	-1	1.888553599	-1.888553599
CFH	-2.603171135	0.275477628	-1	0.559913666	-0.559913666
CEACAM6	1.621086254	0.427907281	1	0.368650324	0.368650324
HSPA4	-1.274358561	0.056709512	-1	1.246344089	-1.246344089
NAPRT	-1.015537748	0.681321183	-1	0.166648108	-0.166648108
AOX1	-3.248275375	0.000643712	-1	3.191308394	-3.191308394
DDAH2	1.282160139	0.155712927	1	0.807675332	0.807675332
CHMP1B	1.339104156	0.1250661	1	0.902860392	0.902860392
CHMP2B	1.577956205	0.026016292	1	1.584754604	1.584754604
ATP5C1	1.022677325	0.663140946	1	0.178394155	0.178394155
CTSC	-2.772718079	0.000521937	-1	3.282381823	-3.282381823
PTER	-1.069468934	0.34051751	-1	0.467860551	-0.467860551
RPS3	1.413180417	0.155980203	1	0.806930518	0.806930518
SEMG1	-11.86619599	0.505408767	-1	0.296357229	-0.296357229
MAPK1	-2.003813193	0.01613532	-1	1.79222243	-1.79222243
TUBA1C	2.183867629	0.000891246	1	3.050002621	3.050002621
ACSF2	-1.474443909	0.035552103	-1	1.449134708	-1.449134708
ACOX1	-1.059198049	0.534458774	-1	0.272085789	-0.272085789
HNRNPA2B1	1.706794218	0.242446929	1	0.615383312	0.615383312
SPTB	2.0678823	0.456063578	1	0.34097461	0.34097461
SLC22A12	1.112906486	0.754896295	1	0.122112706	0.122112706
AQP2	-1.174786935	0.297732928	-1	0.526173132	-0.526173132
MT-CO2	1.253218375	0.316828752	1	0.499175413	0.499175413
SQOR	-1.705887991	0.435921078	-1	0.360592131	-0.360592131
PSAT1	-1.187388365	0.661274602	-1	0.179618157	-0.179618157
GSR	-1.969402933	0.002255955	-1	2.646669493	-2.646669493
STAT1	-1.757952901	0.030270673	-1	1.518977926	-1.518977926
SERPINB5	1.032543687	0.60980167	1	0.214811391	0.214811391
SLC5A1	-1.708086218	0.018106781	-1	1.742158756	-1.742158756
CDC42BPB	-1.992080968	0.01710835	-1	1.766791874	-1.766791874
PDXK	1.22527929	0.237807238	1	0.623774931	0.623774931
GPD2	1.527842198	0.015375786	1	1.81316267	1.81316267
BGN	-1.417943134	0.063968851	-1	1.19403145	-1.19403145
PRKAR2A	-2.737270299	0.002743055	-1	2.561765479	-2.561765479
FUCA1	-3.803469195	0.011293287	-1	1.94717964	-1.94717964
"=""ST13"	-1.449979944	0.041020467	-1	1.386999395	-1.386999395
PYGL	-2.512091438	0.007995481	-1	2.097155418	-2.097155418
FKBP4	-2.12862799	9.62E-05	-1	4.016841995	-4.016841995
SERPIND1	-1.070248675	0.14072014	-1	0.851643741	-0.851643741
QPCT	1.045874768	0.851190989	1	0.069972983	0.069972983
CAPZB	1.331783774	0.126945537	1	0.896382563	0.896382563
PEPD	-2.207437671	0.006678902	-1	2.175294898	-2.175294898
G6PD	-1.698160577	0.058873691	-1	1.230078738	-1.230078738
KRT17	2.943207488	0.002639957	1	2.578403133	2.578403133
ERLIN2	1.429426627	0.027849464	1	1.555183161	1.555183161
PKLR	-1.799512066	0.205274948	-1	0.687664049	-0.687664049
DARS	-1.371664703	0.046093887	-1	1.336356666	-1.336356666
HLA-DRB1	-1.233274182	0.304206034	-1	0.516832176	-0.516832176
PRDX2	1.330898653	0.09042165	1	1.043727572	1.043727572
ARHGDIA	1.088327135	0.293137509	1	0.532928607	0.532928607
GCN1	-2.669175756	0.066712506	-1	1.175792744	-1.175792744
SBSN	2.468953724	0.003678232	1	2.434360921	2.434360921
TOLLIP	1.872293546	0.001445223	1	2.840065206	2.840065206
SERPINB6	-1.984639534	0.077302877	-1	1.111804342	-1.111804342
ATP2A2	-1.322792407	0.885943437	-1	0.052594005	-0.052594005
GK	-2.114823887	0.020351281	-1	1.691408259	-1.691408259
YWHAG	1.83644847	0.000265827	1	3.575400333	3.575400333
KL	-1.812593374	0.010531241	-1	1.977520448	-1.977520448
NARS	-1.660607656	0.006589148	-1	2.181170753	-2.181170753
DDOST	1.901562316	0.000900945	1	3.045301595	3.045301595
TSPAN1	-10000	2.15E-25	-1	24.66775214	-24.66775214
IMMT	-1.054365003	0.78077406	-1	0.107474624	-0.107474624
SPTBN1	-3.80083684	0.00408878	-1	2.38840627	-2.38840627
AP1B1	-1.461675319	0.049567701	-1	1.304801228	-1.304801228
BDH2	1.485329069	0.007514597	1	2.124094304	2.124094304
HRNR	3.628711393	0.00022826	1	3.641571101	3.641571101
COPB1	-1.45947584	0.474003806	-1	0.324218171	-0.324218171
TST	1.112257168	0.32134798	1	0.493024425	0.493024425
CAPZA2	1.572960958	0.004916564	1	2.30833834	2.30833834
KLK3	-10000	2.47E-08	-1	7.60749897	-7.60749897
PAH	-1.6824722	0.084736813	-1	1.071927872	-1.071927872
SUCLG1	-1.11012853	0.733859798	-1	0.134386903	-0.134386903
SLK	-4.105244322	4.69E-08	-1	7.328677817	-7.328677817
TMEM192	-1.415601982	0.072741732	-1	1.138216361	-1.138216361
DLAT	1.049286605	0.862813772	1	0.064082932	0.064082932
B4GAT1	-6.339536283	0.003128785	-1	2.504624328	-2.504624328
RARS	-1.401053481	0.065962599	-1	1.180702241	-1.180702241
HK1	-1.458533513	0.902799973	-1	0.044408462	-0.044408462
MITD1	2.06988493	0.007605882	1	2.118850406	2.118850406
GSTK1	2.039680996	0.002377707	1	2.623841717	2.623841717
CPT2	1.058019718	0.9553431	1	0.019840629	0.019840629
FLG	3.866873323	0.0205384	1	1.687433385	1.687433385
AP1G1	-1.02527436	0.941357962	-1	0.0262452	-0.0262452
ATP6AP2	1.532765236	0.041134061	1	1.38579841	1.38579841
CYB5R3	2.156009867	0.000952527	1	3.021122641	3.021122641
PCBP1	-1.749648911	0.000231176	-1	3.636056992	-3.636056992
AP2A2	-1.164812514	0.385887632	-1	0.413539141	-0.413539141
MTCH2	1.620345652	0.025231597	1	1.598055261	1.598055261
PRKCA	-1.207052419	0.550822046	-1	0.258988686	-0.258988686
QARS	-1.30259817	0.231242089	-1	0.635933115	-0.635933115
RAB27A	-2.439705282	0.091444334	-1	1.038843197	-1.038843197
SERPINB4	1.048554938	0.851110695	1	0.070013952	0.070013952
CTSB	-1.253794817	0.453219131	-1	0.343691766	-0.343691766
MCCC1	-1.387371248	0.143029867	-1	0.844573264	-0.844573264
ACSL4	-2.601517915	0.000806746	-1	3.093263169	-3.093263169
DSG3	1.273860287	0.593002975	1	0.226943128	0.226943128
"=""NDUFA9"	2.13042416	0.001616185	1	2.791508899	2.791508899
P2RX4	-2.292802182	2.76E-06	-1	5.558635989	-5.558635989
ATP5F1	2.06475069	0.004354394	1	2.361072286	2.361072286
MAL2	1.728576416	9.11E-05	1	4.040521446	4.040521446
PRKDC	-1.953391113	0.116174639	-1	0.934888668	-0.934888668
HNRNPU	-2.745177583	1.29E-05	-1	4.888443174	-4.888443174
SLC17A5	-2.399237284	9.13E-05	-1	4.03934267	-4.03934267
SERPINF2	1.00529699	0.993617614	1	0.002780718	0.002780718
NIT2	-1.08667428	0.763335603	-1	0.117284481	-0.117284481
STX3	1.036850296	0.722957454	1	0.14088726	0.14088726
RTN4	1.34212392	0.096461909	1	1.015644146	1.015644146
PPA1	1.379284128	0.11660293	1	0.933290538	0.933290538
CACNA2D1	-1.100272671	0.237150169	-1	0.624976561	-0.624976561
ESD	-1.285620729	0.498300612	-1	0.302508579	-0.302508579
RAB21	2.227415331	5.86E-05	1	4.231931591	4.231931591
ACSL1	-1.295524939	0.081282359	-1	1.090003698	-1.090003698
COASY	-1.551437097	0.047936035	-1	1.319337894	-1.319337894
HRG	-3.323600876	0.002812578	-1	2.550895452	-2.550895452
APOA5	-1.848152493	0.005003318	-1	2.300741915	-2.300741915
CTNND1	-1.057156086	0.584980811	-1	0.23285838	-0.23285838
LGALS7	1.113325929	0.54854215	1	0.260789996	0.260789996
EIF3A	-1.043417246	0.652970885	-1	0.185106183	-0.185106183
UGT2B7	-1.519593108	0.013910302	-1	1.856663426	-1.856663426
"=""GFPT1"	-6.813181564	6.90E-08	-1	7.161377647	-7.161377647
PSMD13	1.123288098	0.788703939	1	0.10308599	0.10308599
SLC25A1	2.581876176	0.000405398	1	3.392118751	3.392118751
"=""VNN1"	-1.658282621	0.175154352	-1	0.756579068	-0.756579068
CAPNS1	1.445225534	0.033221115	1	1.4785858	1.4785858
NID1	-2.479989059	0.402897725	-1	0.394805185	-0.394805185
PDHA1	1.383951194	0.208189659	1	0.681540846	0.681540846
SECTM1	-1.57171533	0.142631675	-1	0.845784018	-0.845784018
UPK3A	-1.174387754	0.705358259	-1	0.151590244	-0.151590244
TM7SF3	-1.829285198	0.122872898	-1	0.910543899	-0.910543899
TTC38	1.240289846	0.348334696	1	0.458003265	0.458003265
CFI	-1.680106869	0.448615656	-1	0.348125574	-0.348125574
EHHADH	-3.011468455	2.03E-06	-1	5.693318873	-5.693318873
"=""RAB6A"	1.979616497	0.000179925	1	3.744907801	3.744907801
MELTF	-4.559246298	2.92E-05	-1	4.534872668	-4.534872668
WASL	-1.062845094	0.418097598	-1	0.378722327	-0.378722327
ALDH8A1	-1.115206223	0.533862592	-1	0.27257051	-0.27257051
FCGBP	-25.1672648	6.41E-06	-1	5.192822885	-5.192822885
SLC25A6	1.805161533	0.013687184	1	1.863685897	1.863685897
ANK1	1.098170296	0.596782609	1	0.224183841	0.224183841
RPSA	1.233755139	0.440091921	1	0.356456604	0.356456604
ARF6	-1.413559431	0.409871654	-1	0.387352116	-0.387352116
PCCB	1.414410955	0.785975043	1	0.104591244	0.104591244
CMPK1	1.089653783	0.786381246	1	0.104366852	0.104366852
SNX9	-1.356130862	0.072573359	-1	1.139222775	-1.139222775
MYH10	-3.936838179	0.001563939	-1	2.805780312	-2.805780312
TTYH3	-4.57857563	0.000122531	-1	3.911754426	-3.911754426
CHMP1A	1.799268048	0.005213432	1	2.282876323	2.282876323
ATP6V1D	1.599630779	0.101794546	1	0.992275489	0.992275489
VPS37D	1.158881754	0.702637509	1	0.15326867	0.15326867
"=""HIST1H2BM"	-1.575071668	0.196312178	-1	0.707052759	-0.707052759
SAMM50	-5.109760318	0.000182796	-1	3.738033786	-3.738033786
"=""YES1"	-1.74590933	0.003886214	-1	2.410473249	-2.410473249
HNRNPM	1.744826971	0.160776644	1	0.793777041	0.793777041
TWF1	-1.001241381	0.773493089	-1	0.111543562	-0.111543562
DOPEY2	-46.8000032	2.14E-06	-1	5.669617392	-5.669617392
RAN	1.066913751	0.768858957	1	0.114153322	0.114153322
MAOB	-1.209444978	0.378656578	-1	0.421754494	-0.421754494
COPG1	-1.155733196	0.701623548	-1	0.153895844	-0.153895844
PACSIN2	-1.788317883	0.010708568	-1	1.970268588	-1.970268588
BASP1	-7.594017256	0.003245497	-1	2.488718815	-2.488718815
GALC	-1.675235746	0.065733055	-1	1.182216186	-1.182216186
CTSA	-2.236015715	0.010407313	-1	1.982661363	-1.982661363
SLC26A4	-1.094727808	0.582278877	-1	0.234868964	-0.234868964
HPD	1.267084253	0.545848588	1	0.262927809	0.262927809
RRAS2	2.163795252	0.000481566	1	3.317344258	3.317344258
CC2D1A	1.540942143	0.471902461	1	0.326147758	0.326147758
SLC22A6	-1.603348943	0.039887814	-1	1.399159765	-1.399159765
AHCYL1	-1.347409505	0.179201651	-1	0.746657994	-0.746657994
ACTR1A	1.370902613	0.26543981	1	0.576033942	0.576033942
"=""RPLP0"	1.075265791	0.542202605	1	0.2658384	0.2658384
GLUL	1.177224451	0.481130092	1	0.317737479	0.317737479
IGHG3	-5.568379147	3.31E-05	-1	4.480205879	-4.480205879
ATP5O	1.537623549	0.06244623	1	1.204493778	1.204493778
ANXA8L1	1.824646082	0.010272727	1	1.988314244	1.988314244
COMT	-1.650942665	0.105268044	-1	0.977703446	-0.977703446
AIFM1	1.000953089	0.470802194	1	0.327161522	0.327161522
BPNT1	-2.091671677	0.00649905	-1	2.187150114	-2.187150114
FTH1	1.449205877	0.173367437	1	0.761032472	0.761032472
ITGB1	-1.272515095	0.008036673	-1	2.094923728	-2.094923728
RAB3D	-1.482575148	0.774248827	-1	0.111119444	-0.111119444
PTBP1	1.242350269	0.769186697	1	0.113968235	0.113968235
B2M	-2.493414152	0.000618023	-1	3.208995339	-3.208995339
ULK3	-1.072114463	0.272058695	-1	0.56533739	-0.56533739
DUOX2	-1.125224402	0.528623635	-1	0.276853423	-0.276853423
NDUFS2	1.434520165	0.260916511	1	0.583498437	0.583498437
LYN	-1.049613841	0.313713154	-1	0.503467271	-0.503467271
PATJ	-2.345158509	0.008532954	-1	2.068900615	-2.068900615
PGLYRP1	-2.091895675	0.017550572	-1	1.755708723	-1.755708723
PPIB	-1.333293937	0.256387262	-1	0.591103556	-0.591103556
SIAE	1.063310485	0.790157621	1	0.102286267	0.102286267
PRKCD	-3.02692069	1.96E-05	-1	4.70774567	-4.70774567
HADH	1.618605712	0.067632065	1	1.169847349	1.169847349
"=""CTNNA1"	-1.432677804	0.325899632	-1	0.48691613	-0.48691613
