GeneNames		rank
ATP6V0D1		-1.569798353
CDHR5		-1.571783216
ALDH3B1		-1.573617452
PDCD10		-1.577166
ARSA		-1.577725179
MAN2B1		-1.578205239
PSMC5		-1.578753016
SGSH		-1.580248319
ATP5H		-1.582900847
CTNNA1		-1.584506395
HADH		-1.584791679
PRKCD		-1.584899606
SIAE		-1.585314033
PPIB		-1.587785735
PGLYRP1		-1.590505431
PATJ		-1.590594992
NDUFS2		-1.593613996
DUOX2		-1.594021956
ULK3		-1.596128867
B2M		-1.598669934
PTBP1		-1.600592733
RAB3D		-1.602287291
ITGB1		-1.60330077
FTH1		-1.604387818
DBNL		-1.605553941
AIFM1		-1.606080411
COMT		-1.60718408
ANXA8L1		-1.611539659
ATP5O		-1.613112234
IGHG3		-1.614782871
GLUL		-1.619390602
RPLP0		-1.620536877
ACTR1A		-1.6227104
AHCYL1		-1.624561857
SLC22A6		-1.625314182
CC2D1A		-1.635149304
RRAS2		-1.635702808
HPD		-1.636521657
SLC26A4		-1.637920301
CTSA		-1.638515456
GALC		-1.640873242
BASP1		-1.640895126
PACSIN2		-1.64219729
COPG1		-1.643385126
MAOB		-1.64423095
RAN		-1.647736672
DOPEY2		-1.64808254
TWF1		-1.64808256
HNRNPM		-1.648082579
YES1		-1.648082579
SAMM50		-1.648082598
HIST1H2BM		-1.648082618
VPS37D		-1.648630818
ATP6V1D		-1.649658231
CHMP1A		-1.652153901
MYH10		-1.654292001
SNX9		-1.654629191
CMPK1		-1.65510245
PCCB		-1.656268159
ARF6		-1.65735482
RPSA		-1.663644049
ANK1		-1.66484288
SLC25A6		-1.667824257
FCGBP		-1.667864824
ALDH8A1		-1.667880449
WASL		-1.673903948
MELTF		-1.675308698
RAB6A		-1.677104353
EHHADH		-1.678410413
CFI		-1.679314298
TTC38		-1.682147892
TM7SF3		-1.683662086
UPK3A		-1.684605319
SECTM1		-1.68781185
PDHA1		-1.689641298
NID1		-1.694839504
CAPNS1		-1.696102314
VNN1		-1.697694489
SLC25A1		-1.698015194
PSMD13		-1.698225437
GFPT1		-1.702300426
UGT2B7		-1.70281502
EIF3A		-1.707582804
LGALS7		-1.707723278
CTNND1		-1.712613847
APOA5		-1.712712318
HRG		-1.714503586
COASY		-1.714919191
DBI		-1.715307009
RAB21		-1.716679296
ESD		-1.717507946
CACNA2D1		-1.721890936
PPA1		-1.723297516
STX3		-1.724120242
NIT2		-1.725432306
SERPINF2		-1.725495824
SLC17A5		-1.726629422
HNRNPU		-1.729944713
PRKDC		-1.731106905
MAL2		-1.731252111
ATP5F1		-1.733598007
P2RX4		-1.733634036
NDUFA9		-1.736371434
DSG3		-1.737766515
ACSL4		-1.739139343
MCCC1		-1.740200155
CTSB		-1.7402471
SERPINB4		-1.741438498
RAB27A		-1.743679577
QARS		-1.743999962
PRKCA		-1.747479635
MTCH2		-1.747553334
AP2A2		-1.747719547
PCBP1		-1.748474078
CYFIP2		-1.748808615
ATP6AP2		-1.749302089
AP1G1		-1.749442265
FLG		-1.752517322
CPT2		-1.755943844
GSTK1		-1.757005805
MITD1		-1.759197612
CYFIP1		-1.760637597
B4GAT1		-1.761030886
DLAT		-1.761287653
TMEM192		-1.761823026
SUCLG1		-1.763205261
PAH		-1.770556612
KLK3		-1.771478097
CAPZA2		-1.775837424
TST		-1.776164518
COPB1		-1.776410591
HRNR		-1.781467698
BDH2		-1.782766808
AP1B1		-1.783223663
SPTBN1		-1.783251188
IMMT		-1.785830388
TSPAN1		-1.787853136
DDOST		-1.788381934
NARS		-1.78911363
KL		-1.791615837
YWHAG		-1.795068401
GK		-1.797516478
ATP2A2		-1.800632708
SERPINB6		-1.806142202
TOLLIP		-1.80676481
CYB5R3		-1.807242201
GCN1		-1.807363282
ARHGDIA		-1.808340021
PRDX2		-1.810241781
DARS		-1.810316641
ERLIN2		-1.813446972
PKLR		-1.813446972
CSNK1G3		-1.813447057
KRT17		-1.813447057
PEPD		-1.814211163
CAPZB		-1.814982375
QPCT		-1.815776042
SERPIND1		-1.816674912
FKBP4		-1.820028335
PYGL		-1.82101707
ST13		-1.821306472
FUCA1		-1.825076535
PRKAR2A		-1.825161168
BGN		-1.826832649
GPD2		-1.828472958
PDXK		-1.828781954
CDC42BPB		-1.828926122
SLC5A1		-1.832510223
SERPINB5		-1.837510362
STAT1		-1.83770121
GSR		-1.839940084
PSAT1		-1.840027093
SQOR		-1.841770199
MT-CO2		-1.842131256
AQP2		-1.84290103
SLC22A12		-1.844328986
SPTB		-1.844816053
HNRNPA2B1		-1.845009197
ACSF2		-1.846658882
TUBA1C		-1.847781699
MAPK1		-1.849364504
SEMG1		-1.850371211
RPS3		-1.851203282
PTER		-1.85717008
CTSC		-1.858484382
ATP5C1		-1.859202157
CHMP2B		-1.863496032
CHMP1B		-1.864391349
DDAH2		-1.864805947
AOX1		-1.866263405
NAPRT		-1.868785539
HSPA4		-1.872718732
CEACAM6		-1.877555039
CFH		-1.879090903
GNS		-1.87910744
CRYZ		-1.881375121
HSD17B10		-1.882834506
PRSS8		-1.885547319
ORM1		-1.887192643
PLSCR1		-1.889398911
AHNAK		-1.890318173
PFKP		-1.89097772
BCAM		-1.891759872
STAT3		-1.891884792
C11orf54		-1.893311259
CCT5		-1.897484726
ITGAV		-1.898654112
APMAP		-1.900942421
SULT2B1		-1.913998076
GNAI1		-1.914412868
ALPL		-1.916725731
CRYM		-1.916946311
PSMD3		-1.919033281
PSMD2		-1.921067133
CHMP4B		-1.921320074
SLC47A1		-1.92176927
OTUB1		-1.943661701
B4GALT1		-1.948081479
GDPD3		-1.948583005
SERPINA7		-1.952470278
PC		-1.955403801
DPP7		-1.963062817
GAS6		-1.963062817
TREH		-1.964429869
PCCA		-1.964590076
PPP1CB		-1.965601464
RACK1		-1.965720202
PFN1		-1.966712626
LBP		-1.972431832
KIF5B		-1.976610769
GALE		-1.978645411
CRK		-1.980210929
RAB1A		-1.980271682
GATM		-1.980405252
CPM		-1.991209291
SLC25A13		-1.995473137
FOLH1		-2.003563022
CEACAM1		-2.004181125
PSMD11		-2.005244902
CD2AP		-2.007695688
EPPK1		-2.009668028
ECHS1		-2.015652472
TTR		-2.016351029
USP5		-2.026098959
CAPN2		-2.026679159
AKR1B10		-2.029143151
ZG16B		-2.031652685
MVB12A		-2.032036788
TMPRSS11B		-2.039752897
CRB3		-2.042590944
IGKV3-20		-2.046921559
DDX3X		-2.047507357
PEF1		-2.049059357
UGDH		-2.049376204
COPB2		-2.050120687
RALB		-2.050873236
AZGP1		-2.051136199
COL6A3		-2.053180705
ANO6		-2.053483676
CLIC3		-2.054490696
PDHB		-2.059904118
COL15A1		-2.061442201
ENPP3		-2.061926556
GNAQ		-2.070299232
ARPC1A		-2.071910925
RHOA		-2.076060061
NAPA		-2.080952676
SLC6A19		-2.083839576
RAB5C		-2.084100881
DPYS		-2.084246383
RAP1A		-2.089720553
RAB14		-2.08983115
GOT2		-2.092201494
CPQ		-2.092739701
TTLL12		-2.097604788
CORO1B		-2.097804005
CLCA4		-2.105599801
FGL2		-2.105999469
ARRDC1		-2.11287364
MXRA5		-2.113779185
RAB2A		-2.114968019
HSPA2		-2.115214545
VPS37B		-2.116636599
C2orf54		-2.117596945
AGRN		-2.123473181
HIST1H4A		-2.125497947
CA1		-2.125734224
HGD		-2.127034071
SPTAN1		-2.129664405
GC		-2.131038272
CDC42		-2.13133705
CHID1		-2.137240005
ERMP1		-2.137261927
CFB		-2.137987113
NCCRP1		-2.137987113
CABYR		-2.138829964
SMPDL3B		-2.139289918
EPHX1		-2.140226164
NSF		-2.150951646
HPGD		-2.152994082
SLC13A2		-2.153081928
CCT7		-2.160376479
BSG		-2.164579853
PTPN13		-2.165631186
GNB1		-2.167106269
BAIAP2L1		-2.171720632
CALB1		-2.17234349
CHMP2A		-2.173148635
AKR7A2		-2.173731299
IGFALS		-2.175929905
SLC5A10		-2.179009774
PTPRO		-2.195339454
CCT6A		-2.196723195
DCXR		-2.200580871
PHB		-2.200776795
SPRR3		-2.201534573
GRHPR		-2.202043952
ADH5		-2.205870342
SRC		-2.206473135
KPNB1		-2.207828175
IQGAP2		-2.211891331
VCL		-2.218119811
ACADM		-2.219384546
ATP6V1E1		-2.219718989
HSD11B2		-2.22080076
HP		-2.222088184
ARPC2		-2.230028658
SDHA		-2.255910518
MPP5		-2.257674163
CALR		-2.257853738
BPNT1		-2.261106841
ACAA2		-2.261629044
ARHGAP1		-2.275640639
PRCP		-2.276729415
BAX		-2.276752659
CAND1		-2.277410085
GNAI3		-2.286696067
BLVRB		-2.305469998
VPS28		-2.306833336
SELENBP1		-2.309465479
CSTB		-2.311938352
EPHX2		-2.317850499
GPRC5A		-2.320265934
CPNE8		-2.320278827
RNH1		-2.321599452
ITGAM		-2.333199539
SLC5A2		-2.338267558
FTL		-2.354350621
CS		-2.355241962
HMGCS2		-2.356031609
LGALS3		-2.365675919
LMNA		-2.366733993
AGT		-2.367427215
GBE1		-2.368619249
ACLY		-2.377430602
CMBL		-2.381828225
BAIAP2		-2.391859333
ITM2B		-2.393280791
CPN2		-2.394852212
KHK		-2.397969433
COL18A1		-2.399051813
ATRN		-2.401549076
APOB		-2.401969462
SUCLG2		-2.402395411
FH		-2.403175372
EEF1G		-2.413920306
CD9		-2.415143981
CCT8		-2.416137818
PKP3		-2.423302145
CD63		-2.425363111
SERPINC1		-2.427219911
COPA		-2.430149097
C9		-2.43070605
ATIC		-2.431879156
QSOX1		-2.434901632
VDAC3		-2.435841185
ATP6V1B2		-2.439980808
ALDH2		-2.445316329
CCT4		-2.446630181
AHSG		-2.448916745
ATP6V1A		-2.450414266
LRRK2		-2.454102718
PHB2		-2.456522874
MDH2		-2.459432417
RPN2		-2.461551571
NCKAP1		-2.463351173
TLN1		-2.465236854
RAB11B		-2.469400269
ETFA		-2.471325699
APCS		-2.47374759
PLCD1		-2.476362901
CEACAM5		-2.480357835
AKR1B1		-2.484284146
SLC36A2		-2.486733378
SLC2A5		-2.493892509
OGDH		-2.510486725
F2		-2.511484959
PTPRJ		-2.513256205
TCP1		-2.519306494
ATP5J2		-2.520183066
ARF1		-2.523621735
CTSG		-2.525458137
PTGR1		-2.534670993
CPVL		-2.536913966
RHCG		-2.539580295
RAB7A		-2.54767709
CETP		-2.555029956
SLC25A11		-2.555580279
UQCRC1		-2.558560333
ACSM2B		-2.564372358
ALDH9A1		-2.569088942
HLA-DRA		-2.569193294
MAN2A1		-2.575109057
RNPEP		-2.578537077
SEMG2		-2.581176543
ATP6V0A4		-2.581377085
CLIC4		-2.586484316
ATP6V1H		-2.592502872
NCSTN		-2.597456805
SFN		-2.599402612
PODXL		-2.600671948
KRT6B		-2.618048016
PGLYRP2		-2.621527603
ACAT1		-2.6225362
HSD17B4		-2.624891907
CAP1		-2.635767854
PROM2		-2.639897006
PLAU		-2.640804483
DHRS2		-2.641733463
CFL1		-2.650985072
TUBB		-2.665310668
PNP		-2.668606922
SLC44A4		-2.6711521
RDX		-2.675057548
AKR1C3		-2.680561213
PBLD		-2.680783975
ALOX12		-2.683981402
ATP6V0C		-2.685976377
VPS35		-2.687565783
RBP4		-2.687689751
NDUFS1		-2.693464536
CCT3		-2.694254934
SLC25A3		-2.698181174
PGLS		-2.711007832
ENPP6		-2.71402997
CCT2		-2.720139674
LRPPRC		-2.724253187
BBOX1		-2.725777473
RAB10		-2.728077813
LAMP2		-2.733213908
CAB39		-2.738925644
GPD1		-2.747694671
ARHGAP18		-2.748520928
STK24		-2.752496123
PROZ		-2.753219367
HSPG2		-2.761866294
GUSB		-2.774212224
AQP1		-2.781081571
MXRA8		-2.791444979
MDH1		-2.798787285
SLC4A4		-2.804419962
ABHD14B		-2.804997525
PRDX1		-2.807979243
ATP1B1		-2.809734151
UPK1A		-2.819853759
LAP3		-2.820339936
ACTR3		-2.822706253
THY1		-2.825645914
MPO		-2.833905432
CHMP5		-2.838215275
FBP1		-2.842401512
AKR7A3		-2.845421449
LRG1		-2.846783808
FLNB		-2.847957316
NPHS2		-2.85090226
LAMP1		-2.854397158
SPAG9		-2.86073534
SLC5A12		-2.863013232
GSTM3		-2.864078699
MYOF		-2.865829589
HADHB		-2.868664329
CLIC1		-2.869193912
ATP6V0A1		-2.872032008
PHGDH		-2.874602999
GBP6		-2.883082251
PPIA		-2.900831286
CTSD		-2.904882279
SERPINA4		-2.905434895
PYGB		-2.909915911
SLC23A1		-2.911503508
AP2B1		-2.91464876
CAPG		-2.916706336
CR1		-2.917150746
PEBP1		-2.941594096
A2M		-2.942761556
ASAH1		-2.949232143
FLOT2		-2.949365852
ERO1A		-2.959970373
NDRG1		-2.962318578
TGM1		-2.972982867
EIF4A1		-2.974693315
ANXA4		-2.979240244
GOT1		-2.979410027
GNA13		-2.99815124
NNT		-2.99896804
ACADVL		-3.000515814
PPP2R1A		-3.002914755
AOC1		-3.018908391
KRT7		-3.021804413
IGLL5		-3.024174059
PCK2		-3.0252337
PGD		-3.02828173
CAPN5		-3.02976892
NAMPT		-3.042846877
VAT1		-3.048309942
S100A8		-3.049170427
TMEM256		-3.050104262
VCP		-3.073879903
CANX		-3.0751534
ANGPTL2		-3.078119566
CRYL1		-3.078640278
FRK		-3.089973027
PKP1		-3.091525705
TKT		-3.11120686
SUSD2		-3.124733219
UQCRC2		-3.14471653
ALDOA		-3.147343762
VASN		-3.159629142
CFD		-3.168150054
FTCD		-3.174412269
RPN1		-3.175491478
SLC4A1		-3.176923078
GSTA2		-3.19036286
IGHM		-3.191379916
ACTR2		-3.191828203
PGAM1		-3.212422643
GNA11		-3.214670165
SERPINF1		-3.217328907
NPEPPS		-3.224878363
HSPA5		-3.259541776
P4HB		-3.282430178
ANXA3		-3.285131479
ALDH4A1		-3.286961627
YWHAZ		-3.289744665
ALDH7A1		-3.305983911
GAA		-3.30907067
LTA4H		-3.318634825
AHCY		-3.323707956
VTN		-3.333530693
PDIA3		-3.335317605
GPRC5B		-3.341477296
ALDH1A1		-3.344033161
CAPN1		-3.34634666
CNP		-3.359973966
GGH		-3.362302179
SLC25A5		-3.372192903
IGLC3		-3.376300104
GSTP1		-3.388184321
CRYAB		-3.402281784
SLC9A3R1		-3.413418321
ARHGEF10L		-3.42036729
COL6A1		-3.447189475
KRT16		-3.463306493
SERPINB3		-3.467928803
HSPD1		-3.47099979
VDAC2		-3.472057056
AEBP1		-3.475414362
HSP90B1		-3.480011963
KRT18		-3.480429248
FLOT1		-3.483833636
MYO1D		-3.48764118
ACP2		-3.495321215
FAM151A		-3.502079797
SERPINB1		-3.517437963
CA2		-3.523239359
ACTC1		-3.528178948
ALDH6A1		-3.538767173
ACSL1		-3.540619576
SCARB2		-3.550006615
TSG101		-3.553245429
PRDX6		-3.554363109
GLUD1		-3.564447066
TUFM		-3.569931398
HSPA9		-3.576069628
VIL1		-3.576860664
MTHFD1		-3.578356594
ACPP		-3.582671158
DDC		-3.592184358
ACO2		-3.595251783
SERPINA3		-3.602004405
CD14		-3.603117482
ATP6V1B1		-3.609398686
LMAN2		-3.617800988
FN1		-3.62364207
STXBP2		-3.623910529
HPX		-3.632142972
CPNE3		-3.640204346
PIGR		-3.658164013
MVP		-3.661521593
KRT78		-3.690420929
SLC3A2		-3.693757307
ACE2		-3.701990142
YWHAE		-3.703444494
TPI1		-3.733563673
MYO6		-3.738456418
EPS8		-3.740145814
ACOX1		-3.741875363
APOA1		-3.742856825
CLU		-3.782442364
ANXA7		-3.785267388
CBR1		-3.788196236
VPS4B		-3.79526972
ACO1		-3.799179586
HADHA		-3.806752926
PCK1		-3.81455701
NAPSA		-3.822599148
AKR1A1		-3.839237437
ARSF		-3.85095957
APOD		-3.854794268
HBA1		-3.864129834
BROX		-3.865520076
FGG		-3.874278068
KIF12		-3.899047339
UBA1		-3.90713555
MUC1		-3.908139675
SORD		-3.941444921
S100A9		-3.944411454
IGKC		-3.958334979
IGHG2		-3.96933957
EPS8L2		-3.972613693
KRT8		-3.975218883
CKB		-3.977951235
GNAI2		-3.977951235
SERPING1		-3.978203114
APOE		-3.980808909
IDH1		-4.003926346
PLG		-4.009661145
TPP1		-4.013676223
GDI2		-4.019088062
EEF2		-4.027334408
IDH2		-4.041436117
EHD4		-4.053547735
LDHB		-4.063989204
ACACA		-4.07007044
FGB		-4.083546051
KRT14		-4.092051478
PFKL		-4.096367484
HSP90AB1		-4.096910013
ABLIM1		-4.111820506
ALDH1L1		-4.131355562
ABHD17B		-4.150580586
TKFC		-4.151195299
ANXA5		-4.152427341
VPS4A		-4.164943898
GPI		-4.170053304
FGA		-4.181114585
CRNN		-4.212539525
AMY2A		-4.21395879
UBB		-4.241088108
GPRC5C		-4.28567024
TF		-4.294136288
BHMT		-4.304518324
MASP2		-4.320572103
EVPL		-4.354577731
WDR1		-4.363512104
AMBP		-4.391473966
A2ML1		-4.406713933
NAGLU		-4.42945706
MAN1A1		-4.435333936
CP		-4.454692884
GGT1		-4.468521083
ACY1		-4.472370099
STOM		-4.498940738
ACE		-4.54515514
CAPN7		-4.555955204
IGHA1		-4.560667306
A1BG		-4.563837353
VDAC1		-4.590066877
HSPB1		-4.655607726
FASN		-4.657577319
JUP		-4.675717545
HBB		-4.679853714
SLC12A3		-4.71219827
DYNC1H1		-4.754487332
ATP5A1		-4.761953897
LTF		-4.761953897
PDZK1		-4.761953897
ASS1		-4.790484985
IQGAP1		-4.806875402
LGALS3BP		-4.853871964
OLFM4		-4.89279003
EZR		-4.896196279
XPNPEP2		-4.896196279
PGK1		-4.913640169
ALDOB		-4.943095149
HSPA1B		-4.974694135
ANXA11		-4.982966661
KRT9		-5.007888512
APOA4		-5.051098239
SERPINA1		-5.061980903
EHD1		-5.101823517
EEF1A1		-5.136082623
ATP1A1		-5.137272472
CNDP2		-5.148130399
PPL		-5.238072162
C4B		-5.250263684
IGHG1		-5.26520017
MYH9		-5.270025714
KRT5		-5.284832642
TUBA1A		-5.299296283
ANXA2		-5.447331784
MGAM		-5.450996738
ENPEP		-5.492144128
CLTC		-5.562249437
HSP90AA1		-5.596879479
SLC12A1		-5.653647026
SERPINA5		-5.66756154
ACTN4		-5.696803943
ABCB1		-5.801342913
C3		-5.88941029
GAPDH		-6.003926346
ATP5B		-6.004803708
ENO1		-6.036684489
TUBB4B		-6.04431225
ANXA6		-6.068542129
MSN		-6.209714836
ANXA1		-6.302770657
CUBN		-6.565431096
HSPA8		-6.739928612
PDCD6IP		-6.962573502
LRP2		-6.974694135
DPEP1		-7.237321436
KRT10		-7.583359493
DSP		-7.598599459
ALB		-7.821023053
DPP4		-8.8569852
KRT1		-9.207608311
MME		-9.525783736
KRT6A		-9.536107011
KRT4		-10.21609642
ACTG1		-12.83268267
ANPEP		-15.55752023
UMOD		-23.2644011
